noun,gender,lang
Gedächtnispsychologie,feminine,German
Gedankenübertragung,feminine,German
Instrumentenhersteller,masculine,German
Intendant,masculine,German
Intensivtäter,masculine,German
Intentionalismus,masculine,German
Interferometer,masculine,German
Internetanschluss,masculine,German
Internetblog,masculine,German
Internierter,masculine,German
Invalide,masculine,German
Haben,neuter,German
Habitat,neuter,German
Hagelwetter,neuter,German
Halbleiterbauelement,neuter,German
Halfter,neuter,German
Handicap,neuter,German
Handwerk,neuter,German
Happyend,neuter,German
H*re,feminine,German
Habilitation,feminine,German
Hacienda,feminine,German
Haddsch,feminine,German
Hafenanlage,feminine,German
Hafeneinfahrt,feminine,German
Haftschale,feminine,German
Hainbuche,feminine,German
Halbleitereigenschaft,feminine,German
Halbpension,feminine,German
Halbschwester,feminine,German
Halde,feminine,German
Halfter,feminine,German
Halluzination,feminine,German
Halogenglühlampe,feminine,German
Halogenverbindung,feminine,German
Halogenwasserstoffsäure,feminine,German
Halsberge,feminine,German
Halsregion,feminine,German
Jackpot,masculine,German
Jägermeister,masculine,German
Jagertee,masculine,German
Jaguar,masculine,German
Jahresüberschuss,masculine,German
Jainismus,masculine,German
Jammer,masculine,German
Jammerlappen,masculine,German
Hamartie,feminine,German
Hämatologie,feminine,German
Häme,feminine,German
Hämolyse,feminine,German
Handelskammer,feminine,German
Handfläche,feminine,German
Handschlagqualität,feminine,German
Hanse,feminine,German
Haplologie,feminine,German
Jargon,masculine,German
Jarosch,masculine,German
Jasmin,masculine,German
Jass,masculine,German
Jazz,masculine,German
Jeck,masculine,German
Jemen,masculine,German
Jesuit,masculine,German
Jesus,masculine,German
JEsus,masculine,German
Jet,masculine,German
Jieper,masculine,German
Johannisbrotbaum,masculine,German
Joker,masculine,German
Jokus,masculine,German
Hardwarebeschreibungssprache,feminine,German
Harfe,feminine,German
Harfenspielerin,feminine,German
Harmonie,feminine,German
Harpune,feminine,German
Journalismus,masculine,German
JPz,masculine,German
Jubelperser,masculine,German
Judaist,masculine,German
Jungfernkranz,masculine,German
Jupiter,masculine,German
Justizausschuss,masculine,German
Ibiza,neuter,German
Ich,neuter,German
Id,neuter,German
Ido,neuter,German
Iglu,neuter,German
Ilz,neuter,German
Ilztal,neuter,German
Immergrün,neuter,German
Immunsystem,neuter,German
Inbesitzhalten,neuter,German
Indium,neuter,German
Indiumhalogenid,neuter,German
Indiumion,neuter,German
Indiz,neuter,German
Indogermanisch,neuter,German
Indonesisch,neuter,German
Inertialsystem,neuter,German
Informationssystem,neuter,German
Informationszeitalter,neuter,German
Infragestellen,neuter,German
Infrarot,neuter,German
Ingrediens,neuter,German
Inhalieren,neuter,German
Inhaltsverzeichnis,neuter,German
Inkraftsetzen,neuter,German
Inkrafttreten,neuter,German
Innichen,neuter,German
Instagram,neuter,German
Instinktverhalten,neuter,German
Instrument,neuter,German
Internat,neuter,German
Internet,neuter,German
Interregnum,neuter,German
Interrobang,neuter,German
Iodat,neuter,German
Iodchlorid,neuter,German
Iodtribromid,neuter,German
Ion,neuter,German
Iota,neuter,German
Iowa,neuter,German
iPhone,neuter,German
Irland,neuter,German
Irrenhaus,neuter,German
Ischias,neuter,German
Ichthyologie,feminine,German
Identifikation,feminine,German
Ideologie,feminine,German
Idiosynkrasie,feminine,German
Idiotie,feminine,German
Idololatrie,feminine,German
Ikonostase,feminine,German
Illegalität,feminine,German
Illokution,feminine,German
Illusion,feminine,German
Illustration,feminine,German
Ilz,feminine,German
Imitation,feminine,German
Imme,feminine,German
Immersion,feminine,German
Immigration,feminine,German
Immission,feminine,German
Immobilie,feminine,German
Immunologie,feminine,German
Immunreaktion,feminine,German
Immunschwäche,feminine,German
Immunsuppression,feminine,German
Impfgegnerin,feminine,German
Implosion,feminine,German
Impression,feminine,German
Impulszytofotometrie,feminine,German
Impulszytophotometrie,feminine,German
Inauguration,feminine,German
Inbetriebnahme,feminine,German
Inbox,feminine,German
Indikation,feminine,German
Indizierung,feminine,German
Indologie,feminine,German
Indonesierin,feminine,German
Industrienation,feminine,German
Infanterie,feminine,German
Infektiologie,feminine,German
Infektion,feminine,German
Infektionsrate,feminine,German
Infektiosität,feminine,German
Inflation,feminine,German
Influenzerin,feminine,German
Informantin,feminine,German
Informationstechnologie,feminine,German
Informationstheorie,feminine,German
Infrarotkamera,feminine,German
Infusion,feminine,German
Inhalation,feminine,German
Initiative,feminine,German
Injektion,feminine,German
Injektionslösung,feminine,German
Inkarnation,feminine,German
Inklusion,feminine,German
Inkompatibilität,feminine,German
Inkontinenz,feminine,German
Inkorporation,feminine,German
Innensechskantschraube,feminine,German
Innovation,feminine,German
Inquisition,feminine,German
Inschrift,feminine,German
Insektenkunde,feminine,German
Insertionsreaktion,feminine,German
Inspektion,feminine,German
Inspektorin,feminine,German
Inspiration,feminine,German
Installation,feminine,German
Instanzvariable,feminine,German
Institution,feminine,German
Kader,masculine,German
Kaffeefilter,masculine,German
Käfigläufer,masculine,German
Jagdmesser,neuter,German
Jahrhundert,neuter,German
Käiser,masculine,German
Kalifeldspat,masculine,German
Japons,neuter,German
Javelwasser,neuter,German
Jeging,neuter,German
Jein,neuter,German
Jemen,neuter,German
Jenseits,neuter,German
Jericho,neuter,German
Jerzens,neuter,German
Jever,neuter,German
Jiddisch,neuter,German
Jodeln,neuter,German
Johannesevangelium,neuter,German
Kamikaze,masculine,German
Kämmerer,masculine,German
Kampfbegriff,masculine,German
Kanister,masculine,German
Journal,neuter,German
Jubeljahr,neuter,German
Judenburg,neuter,German
Judendeutsch,neuter,German
Jugendalter,neuter,German
Jugendgästehaus,neuter,German
Julfest,neuter,German
Kader,neuter,German
KanJPz,masculine,German
Kant,masculine,German
Kapellmeister,masculine,German
Kapitalabfluss,masculine,German
Kapuziner,masculine,German
Kadmium,neuter,German
Käfter,neuter,German
Kaisers,neuter,German
Kaliningrad,neuter,German
Kaliumhexachloroplatinat,neuter,German
Jagd,feminine,German
Jägerin,feminine,German
Jakbutter,feminine,German
Jakobsleiter,feminine,German
Japanologie,feminine,German
Jarosch,feminine,German
Jasmin,feminine,German
Jauche,feminine,German
Jause,feminine,German
Jogginghose,feminine,German
Jugendbewegung,feminine,German
Jugendbrigade,feminine,German
Jugendliche,feminine,German
Jugendsünde,feminine,German
Jugendverderberin,feminine,German
Jurisdiktion,feminine,German
Jute,feminine,German
Jutetasche,feminine,German
Juwelierskunst,feminine,German
K*cke,feminine,German
Kaffeehausliteratur,feminine,German
Kaffeekanne,feminine,German
Kaisersemmel,feminine,German
Kakaozeremonie,feminine,German
Kaki,feminine,German
Kakofonie,feminine,German
Kalaschnikow,feminine,German
Kalesche,feminine,German
Kader,neuter,German
Kadmium,neuter,German
Käfter,neuter,German
Kaisers,neuter,German
Kaliningrad,neuter,German
Kaliumhexachloroplatinat,neuter,German
Kaliumpermanganat,neuter,German
Kaliumpyrosulfit,neuter,German
Kalorimeter,neuter,German
Kap,neuter,German
Lachanfall,masculine,German
Lachs,masculine,German
Lackierer,masculine,German
Lackmustest,masculine,German
Ladenbesitzer,masculine,German
Ladenhüter,masculine,German
Lag,masculine,German
Lagerkoller,masculine,German
Lahar,masculine,German
Lahmacun,masculine,German
Laienschauspieler,masculine,German
Lama,masculine,German
Lambach,masculine,German
Lambada,masculine,German
Lammbraten,masculine,German
Lammfellhandschuh,masculine,German
Lampenschirm,masculine,German
Lampion,masculine,German
Landarzt,masculine,German
Landau,masculine,German
Landesvater,masculine,German
Landesverräter,masculine,German
Ländler,masculine,German
Landschaftsgärtner,masculine,German
Längengrad,masculine,German
Langlieger,masculine,German
Lapointe,masculine,German
Lappe,masculine,German
Larvenroller,masculine,German
Laser,masculine,German
Läser,masculine,German
Laster,masculine,German
Lastwagen,masculine,German
Latino,masculine,German
Lativ,masculine,German
Latte,masculine,German
Laubbläser,masculine,German
Laube,masculine,German
Laubfrosch,masculine,German
Laubsänger,masculine,German
Laubwald,masculine,German
Lauf,masculine,German
Läuferbauer,masculine,German
Laufring,masculine,German
Laufschuh,masculine,German
Laurit,masculine,German
Lautsprecher,masculine,German
Lautstärkeregler,masculine,German
Lavafluss,masculine,German
K*cke,feminine,German
Kaffeehausliteratur,feminine,German
Kaffeekanne,feminine,German
Kaisersemmel,feminine,German
Kakaozeremonie,feminine,German
Kaki,feminine,German
Kakofonie,feminine,German
Kalaschnikow,feminine,German
Kalesche,feminine,German
Kalifornierin,feminine,German
Kalkulation,feminine,German
Kalorie,feminine,German
Kaltphase,feminine,German
Kaltschale,feminine,German
Kamikaze,feminine,German
Kamille,feminine,German
Kammeroper,feminine,German
Kampfmaschine,feminine,German
Kant,feminine,German
Kardinaltugend,feminine,German
Lab,neuter,German
Labyrinth,neuter,German
Lächeln,neuter,German
Lackleder,neuter,German
Lactat,neuter,German
Ladis,neuter,German
Lagerregal,neuter,German
Lahmacun,neuter,German
Lama,neuter,German
Lambach,neuter,German
Lambda,neuter,German
Lampion,neuter,German
Landau,neuter,German
Landeck,neuter,German
Landesinneres,neuter,German
Landtagsgebäude,neuter,German
Lassing,neuter,German
Laster,neuter,German
Laub,neuter,German
Laubblatt,neuter,German
Laubgehölz,neuter,German
Laubholz,neuter,German
Laubhüttenfest,neuter,German
Laudanum,neuter,German
Lauf,neuter,German
Laurein,neuter,German
Lausanne,neuter,German
Lautgesetz,neuter,German
Lavabo,neuter,German
Lavamünd,neuter,German
Lavendelwasser,neuter,German
Lazarett,neuter,German
Lebensmittel,neuter,German
Lebenswasser,neuter,German
Lebensziel,neuter,German
Mäander,masculine,German
Machatschek,masculine,German
Macho,masculine,German
Mage,masculine,German
Magensaft,masculine,German
Magister,masculine,German
Lache,feminine,German
Lachnummer,feminine,German
Lachsforelle,feminine,German
Lacke,feminine,German
Lactose,feminine,German
Lade,feminine,German
Ladenkasse,feminine,German
Lage,feminine,German
Lagerstätte,feminine,German
Lagerung,feminine,German
Lagune,feminine,German
Lahmacun,feminine,German
Magnetit,masculine,German
Magnetkies,masculine,German
Mai,masculine,German
Maibaum,masculine,German
Mainzer,masculine,German
Mais,masculine,German
Maisch,masculine,German
Maisgrieß,masculine,German
Malachit,masculine,German
Maler,masculine,German
Malter,masculine,German
Laktose,feminine,German
Lamäng,feminine,German
Lambach,feminine,German
Lamblie,feminine,German
Lamelle,feminine,German
Lampe,feminine,German
Landau,feminine,German
Landesgrenze,feminine,German
Landessprache,feminine,German
Landestelle,feminine,German
Landesverräterin,feminine,German
Landesverteidigung,feminine,German
Landluft,feminine,German
Landmine,feminine,German
Landpomeranze,feminine,German
Landstreitkraft,feminine,German
Langbeinfliege,feminine,German
Manchester,masculine,German
Maniok,masculine,German
Manipulierer,masculine,German
Männerfuss,masculine,German
Langeweile,feminine,German
Langmut,feminine,German
Langmütigkeit,feminine,German
Längsschnittstudie,feminine,German
Langzeitstudie,feminine,German
Lanthanoidenkontraktion,feminine,German
Lanze,feminine,German
Lanzenspitze,feminine,German
Lapointe,feminine,German
Lara,feminine,German
Laserkühlung,feminine,German
Laserwaffe,feminine,German
Läsion,feminine,German
Latenzzeit,feminine,German
Laterne,feminine,German
Latexallergie,feminine,German
Latsche,feminine,German
Latte,feminine,German
Marktanteil,masculine,German
Mars,masculine,German
Marschflugkörper,masculine,German
Marseiller,masculine,German
Latwerge,feminine,German
Latzhose,feminine,German
Laube,feminine,German
Laufmasche,feminine,German
Laune,feminine,German
Laus,feminine,German
Magnetron,neuter,German
Mahagoni,neuter,German
Mainhattan,neuter,German
Mainstreaming,neuter,German
Malmö,neuter,German
Malter,neuter,German
Malters,neuter,German
Malteserkreuz,neuter,German
Maltesisch,neuter,German
Manchester,neuter,German
Mandala,neuter,German
Manganhalogenid,neuter,German
Manganhydroxide,neuter,German
Manko,neuter,German
Manometer,neuter,German
Marend,neuter,German
M*schi,feminine,German
M*se,feminine,German
Macchie,feminine,German
Machatschek,feminine,German
Machbarkeitsstudie,feminine,German
Machtdemonstration,feminine,German
Machtübernahme,feminine,German
Madame,feminine,German
Maffia,feminine,German
Mafia,feminine,German
Magellanstrasse,feminine,German
Magie,feminine,German
Magnetochemie,feminine,German
Magnetresonanztomografie,feminine,German
Mähnenratte,feminine,German
Mahnwache,feminine,German
Mainzer,feminine,German
Maische,feminine,German
Maisonettenwohnung,feminine,German
Majuskelschrift,feminine,German
Makrone,feminine,German
Makulatur,feminine,German
Malabsorption,feminine,German
Malaria,feminine,German
Maloche,feminine,German
Malonsäure,feminine,German
Malte,feminine,German
Malter,feminine,German
Mama,feminine,German
Mandarine,feminine,German
Mandelbrotmenge,feminine,German
Mangellage,feminine,German
Mangelware,feminine,German
Manipulation,feminine,German
N*zi,masculine,German
Näber,masculine,German
Nachbarjunge,masculine,German
Nachdruck,masculine,German
Nachfahre,masculine,German
Nachhauseweg,masculine,German
Nachlass,masculine,German
Nachrichter,masculine,German
Nachruf,masculine,German
Mantille,feminine,German
Maraca,feminine,German
Maraka,feminine,German
Märchenkönigin,feminine,German
Marend,feminine,German
Nachsatz,masculine,German
Nachtigallenboden,masculine,German
Nachtrag,masculine,German
Nachtschatten,masculine,German
Nachtschwärmer,masculine,German
Nachtwächter,masculine,German
Nagellackentferner,masculine,German
Nährstoff,masculine,German
Name,masculine,German
Namensvetter,masculine,German
Nandu,masculine,German
Nanoantikörper,masculine,German
Nanokristall,masculine,German
Nanometer,masculine,German
Nanomotor,masculine,German
Narzissmus,masculine,German
Narzißmus,masculine,German
Nasenlaut,masculine,German
Nationalismus,masculine,German
Nationalsozialist,masculine,German
Nationalspieler,masculine,German
Nationaltorhüter,masculine,German
Natriumkanal,masculine,German
Natronsalpeter,masculine,German
Naturphilosoph,masculine,German
Navigator,masculine,German
Nazaräer,masculine,German
Nazoräer,masculine,German
Nebelparder,masculine,German
Nebelschleier,masculine,German
Nachbarhaus,neuter,German
Nachsitzen,neuter,German
Nachspiel,neuter,German
Nachtgebet,neuter,German
Nachtlager,neuter,German
Nähgarn,neuter,German
Nährmedium,neuter,German
Nals,neuter,German
Namaste,neuter,German
Nanojoule,neuter,German
Nanometer,neuter,German
Nanotesla,neuter,German
Nanzig,neuter,German
Nasenbein,neuter,German
Nasenfahrrad,neuter,German
Nashorn,neuter,German
Natrium,neuter,German
Natriumcarbonat,neuter,German
Natriumcyanid,neuter,German
Natriummetavanadat,neuter,German
Natriummineral,neuter,German
Natriumsalz,neuter,German
Natriumselenid,neuter,German
Natronfeldspat,neuter,German
Naturtalent,neuter,German
Naturvolk,neuter,German
NaWi,neuter,German
Nebelwetter,neuter,German
Nebengebäude,neuter,German
Nebenprodukt,neuter,German
Nebenzimmer,neuter,German
N*tte,feminine,German
Nabe,feminine,German
Nachauflage,feminine,German
Nachfahrin,feminine,German
Nachfrage,feminine,German
Nachfragesituation,feminine,German
Nachkommastelle,feminine,German
Nachtluft,feminine,German
Nachtmusik,feminine,German
Nachtwache,feminine,German
Nachwahl,feminine,German
Nachweisreaktion,feminine,German
Nachwelt,feminine,German
Nähe,feminine,German
Nährmutter,feminine,German
Nahrung,feminine,German
Nahrungspflanze,feminine,German
Nahrungsquelle,feminine,German
Namensschwester,feminine,German
Nänie,feminine,German
Nanobiologie,feminine,German
Nanobiotechnologie,feminine,German
Nanochemie,feminine,German
Nanofaser,feminine,German
Nanotechnologie,feminine,German
Nanotherapie,feminine,German
Napfschnecke,feminine,German
Narbe,feminine,German
Narkolepsie,feminine,German
Naschkatze,feminine,German
Nasennebenhöhle,feminine,German
Nation,feminine,German
Nationalökonomie,feminine,German
Natriämie,feminine,German
Natronlauge,feminine,German
Naturstoffchemie,feminine,German
Navigation,feminine,German
Obama,masculine,German
Obazda,masculine,German
Obdachloser,masculine,German
Obelisk,masculine,German
Oberarmmuskel,masculine,German
Oberbegriff,masculine,German
Oberbürgermeister,masculine,German
Oberdorf,masculine,German
Obergespan,masculine,German
Obergruppenführer,masculine,German
Oberkörper,masculine,German
Oberländer,masculine,German
Oberleutnant,masculine,German
Oberschenkel,masculine,German
Oberschüler,masculine,German
Oberst,masculine,German
Oberstleutnant,masculine,German
Obersturmführer,masculine,German
Oberteil,masculine,German
Objektivismus,masculine,German
Obskurant,masculine,German
Obstgarten,masculine,German
Obstkuchen,masculine,German
Obstler,masculine,German
Ocker,masculine,German
Odebrecht,masculine,German
Odel,masculine,German
Odem,masculine,German
Öffner,masculine,German
Öhi,masculine,German
Ohm,masculine,German
Ohrenbläser,masculine,German
Ohrenschmerz,masculine,German
Ohrensessel,masculine,German
Ohrenwärmer,masculine,German
Ohrhörer,masculine,German
Ohrring,masculine,German
Ohrstecker,masculine,German
Ohrstöpsel,masculine,German
Ökonomist,masculine,German
Oktaeder,masculine,German
Oktasauerstoff,masculine,German
Oktober,masculine,German
Okzident,masculine,German
Oldtimer,masculine,German
Oligarch,masculine,German
Oligoklas,masculine,German
Olivenbaum,masculine,German
Olm,masculine,German
Olmsteadit,masculine,German
Ölteppich,masculine,German
Ombudsmann,masculine,German
Omuramba,masculine,German
Onanist,masculine,German
Onlineriese,masculine,German
Önologe,masculine,German
Önophiler,masculine,German
Onyx,masculine,German
Opal,masculine,German
Opapa,masculine,German
Operaismus,masculine,German
Operateur,masculine,German
Operationssaal,masculine,German
Operator,masculine,German
Opernkünstler,masculine,German
Opernsänger,masculine,German
Oppenheimer,masculine,German
Opportunist,masculine,German
Oppositionsführer,masculine,German
Oppositionskandidat,masculine,German
Oppositionspolitiker,masculine,German
Optiker,masculine,German
Oberdeck,neuter,German
Obergeschoß,neuter,German
Oberhaag,neuter,German
Oberhaupt,neuter,German
Oberhaus,neuter,German
Obers,neuter,German
Obersächsisch,neuter,German
Oberschützen,neuter,German
Obersorbisch,neuter,German
Oberteil,neuter,German
Oberwaltersdorf,neuter,German
Obstmesser,neuter,German
Obwalden,neuter,German
Ocker,neuter,German
Octan,neuter,German
Ödem,neuter,German
Öffi,neuter,German
Oftering,neuter,German
Ogonek,neuter,German
Ohio,neuter,German
Ohm,neuter,German
Ohnmachtsgefühl,neuter,German
Ohrenschmalz,neuter,German
Ohrläppchen,neuter,German
Ökosystem,neuter,German
Oktacyanomolybdat,neuter,German
Oktaeder,neuter,German
Oktan,neuter,German
Öl,neuter,German
Ölauge,neuter,German
Ölbild,neuter,German
Olefin,neuter,German
Ölfaß,neuter,German
Oligopol,neuter,German
Olivenholz,neuter,German
Olivenöl,neuter,German
Olpe,neuter,German
Olympiastadion,neuter,German
Omega,neuter,German
Onomatopoetikum,neuter,German
Opfer,neuter,German
Orakel,neuter,German
Orangeat,neuter,German
Orchester,neuter,German
Ordinale,neuter,German
Ordinieren,neuter,German
Ordnen,neuter,German
Ordnungsamt,neuter,German
Öre,neuter,German
Oregon,neuter,German
Organ,neuter,German
Orgelmetall,neuter,German
Orgelspiel,neuter,German
Orgon,neuter,German
Oriya,neuter,German
Ornament,neuter,German
Orosirium,neuter,German
Orthohelium,neuter,German
Orthophosphat,neuter,German
Ortsgespräch,neuter,German
Ortsschild,neuter,German
Os,neuter,German
Oskisch,neuter,German
Osnabrück,neuter,German
Ossetisch,neuter,German
Ossiach,neuter,German
Ostafrika,neuter,German
Oase,feminine,German
Obdachlosigkeit,feminine,German
Obduktion,feminine,German
Oberaufseherin,feminine,German
Oberbürgermeisterin,feminine,German
Oberdorf,feminine,German
Oberfläche,feminine,German
Obergewalt,feminine,German
Obergrenze,feminine,German
Oberin,feminine,German
Oberkategorie,feminine,German
Oberländer,feminine,German
Oberlippe,feminine,German
Oberpfalz,feminine,German
Oberschenkelinnenseiten,feminine,German
Oberschülerin,feminine,German
Oberseite,feminine,German
Oberstube,feminine,German
Objektivität,feminine,German
Objektsprache,feminine,German
Obligation,feminine,German
Obstipation,feminine,German
Obstruktion,feminine,German
Obstschale,feminine,German
Obszönität,feminine,German
Occasion,feminine,German
Ochlokratie,feminine,German
Ochsenzunge,feminine,German
Odebrecht,feminine,German
Oder,feminine,German
Oekonometrie,feminine,German
Oekonomie,feminine,German
Offenbarung,feminine,German
Offenbarungsreligion,feminine,German
Offerte,feminine,German
Offizialverteidigerin,feminine,German
Ogive,feminine,German
Ohm,feminine,German
Ohnmacht,feminine,German
Ohrenrobbe,feminine,German
Ohrenspange,feminine,German
Ohrmutter,feminine,German
Ohrspeicheldrüse,feminine,German
Ohrtrompete,feminine,German
Okarina,feminine,German
Okkupation,feminine,German
Ökologie,feminine,German
Ökologieverträglichkeit,feminine,German
Ökologin,feminine,German
Ökonometrie,feminine,German
Ökonomie,feminine,German
Ökonomographie,feminine,German
Oktave,feminine,German
Oktillion,feminine,German
Olefinmetathese,feminine,German
Oleochemie,feminine,German
Ölfarbe,feminine,German
Oligodaktylie,feminine,German
Olive,feminine,German
Ölmalerei,feminine,German
Ölpest,feminine,German
Ölpfütze,feminine,German
Ölquelle,feminine,German
Ölraffinerie,feminine,German
Ölsaat,feminine,German
Ölsardine,feminine,German
Ölsäure,feminine,German
Ölspur,feminine,German
Ölverarbeitung,feminine,German
Olympiade,feminine,German
Ombudskommission,feminine,German
Omme,feminine,German
Omuramba,feminine,German
Onanie,feminine,German
Oneirologie,feminine,German
Onkologie,feminine,German
Onkologin,feminine,German
Önologie,feminine,German
Önologin,feminine,German
Onomastik,feminine,German
Onomatologie,feminine,German
Onomatopoese,feminine,German
Ontogenese,feminine,German
Oper,feminine,German
Operation,feminine,German
Operette,feminine,German
Opernsängerin,feminine,German
Opferanode,feminine,German
Opferschale,feminine,German
Ophthalmologie,feminine,German
Oppenheimer,feminine,German
Opportunität,feminine,German
Opposition,feminine,German
Oppositionelle,feminine,German
Oppositionsforderung,feminine,German
Oppositionsführerin,feminine,German
Oppositionskandidatin,feminine,German
Oppositionspolitikerin,feminine,German
Optik,feminine,German
Optikerin,feminine,German
Optimierung,feminine,German
Optimistin,feminine,German
Option,feminine,German
Optometrie,feminine,German
Orbitalborste,feminine,German
Ordensschwester,feminine,German
P*ff,masculine,German
P*nis,masculine,German
Paarhufer,masculine,German
Pächter,masculine,German
Pack,masculine,German
Page,masculine,German
Paketbote,masculine,German
Pakistaner,masculine,German
Paläontologe,masculine,German
Palas,masculine,German
Palästinenser,masculine,German
Palatschinken,masculine,German
Paletot,masculine,German
Palimpsest,masculine,German
Palladiumgehalt,masculine,German
Palladiumkatalysator,masculine,German
Palmyrener,masculine,German
Palmyrer,masculine,German
Pandeismus,masculine,German
Panentheist,masculine,German
Panikmacher,masculine,German
Panlogismus,masculine,German
Pansen,masculine,German
Panter,masculine,German
Pantheist,masculine,German
Pantoffel,masculine,German
Panzerjäger,masculine,German
Panzerschreck,masculine,German
Papa,masculine,German
Papagei,masculine,German
Papageientaucher,masculine,German
Papageitaucher,masculine,German
Papierflieger,masculine,German
Papierkorb,masculine,German
Papierschneider,masculine,German
Papierschnitzel,masculine,German
Papierstreicher,masculine,German
Pappbecher,masculine,German
Pappdeckel,masculine,German
Papst,masculine,German
Paradeiser,masculine,German
Paradigmenwechsel,masculine,German
Paragrafenreiter,masculine,German
Paragraph,masculine,German
Paragraphendschungel,masculine,German
Paragraphenreiter,masculine,German
Paraguayer,masculine,German
Paramagnetismus,masculine,German
Parameter,masculine,German
Parapluie,masculine,German
Parasol,masculine,German
Paravent,masculine,German
Parchat,masculine,German
Parchend,masculine,German
Parchet,masculine,German
Parder,masculine,German
Pardon,masculine,German
Pariser,masculine,German
Park,masculine,German
Parka,masculine,German
Parkschein,masculine,German
Parlamentarier,masculine,German
Parnass,masculine,German
Parnaß,masculine,German
Parse,masculine,German
Part,masculine,German
Parteiausschluß,masculine,German
Parteichef,masculine,German
Parteivorsitzender,masculine,German
Partialdruck,masculine,German
Partikularquantor,masculine,German
Partisan,masculine,German
Partner,masculine,German
Pascal,masculine,German
Pass,masculine,German
Passagier,masculine,German
Passat,masculine,German
Passivraucher,masculine,German
Passus,masculine,German
Pastor,masculine,German
Pater,masculine,German
Paternoster,masculine,German
Patriarchat,masculine,German
Patriot,masculine,German
Pauli,masculine,German
Pauschalbetrag,masculine,German
Pauschalpreis,masculine,German
P*ff,neuter,German
Pachten,neuter,German
Pack,neuter,German
Packpapier,neuter,German
Paddel,neuter,German
Pädken,neuter,German
Paket,neuter,German
Pakistan,neuter,German
Paläoarchaikum,neuter,German
Paläolithikum,neuter,German
Paläoproterozoikum,neuter,German
Paläozän,neuter,German
Paläozoikum,neuter,German
Palästina,neuter,German
Palaver,neuter,German
Palimpsest,neuter,German
Palmyra,neuter,German
Panchromium,neuter,German
Pandschabi,neuter,German
Panel,neuter,German
Paniermehl,neuter,German
Panormium,neuter,German
Pantheon,neuter,German
Panzerabwehrgeschütz,neuter,German
Panzerglas,neuter,German
Panzernashorn,neuter,German
Panzerschiff,neuter,German
Papier,neuter,German
Papierschnitzel,neuter,German
Pappmaché,neuter,German
Papsttum,neuter,German
Paradies,neuter,German
Paradieskörner,neuter,German
Paradigma,neuter,German
Paradox,neuter,German
Paradoxon,neuter,German
Paraffin,neuter,German
Paragraphenzeichen,neuter,German
Parallelogramm,neuter,German
Parament,neuter,German
Parapluie,neuter,German
Parasol,neuter,German
Parathormon,neuter,German
Paravent,neuter,German
Pardon,neuter,German
Parfum,neuter,German
Parfüm,neuter,German
Parkhaus,neuter,German
Paroli,neuter,German
Paronym,neuter,German
Parsec,neuter,German
Parteimitglied,neuter,German
Partikel,neuter,German
Pascal,neuter,German
Paarerzeugung,feminine,German
Packtasche,feminine,German
Packungsbeilage,feminine,German
Pädagogik,feminine,German
Pädagogin,feminine,German
Päderastie,feminine,German
Pädiatrie,feminine,German
Pädophilie,feminine,German
Pagode,feminine,German
Paillette,feminine,German
Passau,neuter,German
Passbild,neuter,German
Patchwork,neuter,German
Patenkind,neuter,German
Paternion,neuter,German
Paternoster,neuter,German
Patriarchat,neuter,German
Patronym,neuter,German
Patronymikon,neuter,German
Patronymikum,neuter,German
Patt,neuter,German
Pattigham,neuter,German
Paudorf,neuter,German
Pauli,neuter,German
Paurisch,neuter,German
Pausa,neuter,German
Pauschale,neuter,German
Päuschen,neuter,German
Pebibyte,neuter,German
Pech,neuter,German
Peenemünde,neuter,German
Peggau,neuter,German
Pejorativum,neuter,German
Pekari,neuter,German
Peking,neuter,German
Paläanthropologie,feminine,German
Paläoanthropologie,feminine,German
Paläographie,feminine,German
Paläoklimatologie,feminine,German
Paläontologie,feminine,German
Palästinenserin,feminine,German
Palastrevolution,feminine,German
Palatschinke,feminine,German
Palisade,feminine,German
Palynologie,feminine,German
Pampaskatze,feminine,German
Pampelmuse,feminine,German
Panade,feminine,German
Panazee,feminine,German
Pandabärin,feminine,German
Pandemie,feminine,German
Pandorabüchse,feminine,German
Panelstudie,feminine,German
Panflöte,feminine,German
Panik,feminine,German
Panikattacke,feminine,German
Panikmache,feminine,German
Pankreasfunktion,feminine,German
Panne,feminine,German
Panoramafreiheit,feminine,German
Panphobie,feminine,German
Pansexualität,feminine,German
Pendant,neuter,German
Pentaborat,neuter,German
Pantomime,feminine,German
Panzermine,feminine,German
Panzerschokolade,feminine,German
Panzerung,feminine,German
Panzerwanne,feminine,German
Paparazza,feminine,German
Papierindustrie,feminine,German
Papiersprache,feminine,German
Papiertasche,feminine,German
Papiertonne,feminine,German
Parade,feminine,German
Paradentose,feminine,German
Paradiesnuss,feminine,German
Paradoxie,feminine,German
Paragenese,feminine,German
Paraguayerin,feminine,German
Parallelgesellschaft,feminine,German
Paranuss,feminine,German
Paranuß,feminine,German
Paraphimose,feminine,German
Parapsychologie,feminine,German
Parasitologie,feminine,German
Parfümerie,feminine,German
Parka,feminine,German
Parklandschaft,feminine,German
Parlamentswahl,feminine,German
Parodie,feminine,German
Parodontitis,feminine,German
Parodontologie,feminine,German
Parodontose,feminine,German
Parteilinie,feminine,German
Parteivorsitzende,feminine,German
Partie,feminine,German
Partikel,feminine,German
Partikelgrösse,feminine,German
Partition,feminine,German
Partizipation,feminine,German
