noun,gender,lang
feminazistka,feminine,Polish
feministka,feminine,Polish
fenetydyna,feminine,Polish
fenologia,feminine,Polish
fenomenologia,feminine,Polish
fenyloalanina,feminine,Polish
ferajna,feminine,Polish
ferma,feminine,Polish
fermentacja,feminine,Polish
fertylizyna,feminine,Polish
fiala,feminine,Polish
fiesta,feminine,Polish
fifka,feminine,Polish
figa,feminine,Polish
figlarka,feminine,Polish
Figlarz,feminine,Polish
figura,feminine,Polish
figurantka,feminine,Polish
figurka,feminine,Polish
fiksacja,feminine,Polish
filantropia,feminine,Polish
filantropka,feminine,Polish
filatelistyka,feminine,Polish
filiżanka,feminine,Polish
filmografia,feminine,Polish
filmologia,feminine,Polish
filmoteka,feminine,Polish
filmówka,feminine,Polish
filolog,feminine,Polish
filologia,feminine,Polish
filozofia,feminine,Polish
filtracja,feminine,Polish
finansistka,feminine,Polish
finansjera,feminine,Polish
finezja,feminine,Polish
finka,feminine,Polish
fiolka,feminine,Polish
Caban,masculine,Polish
calec,masculine,Polish
całun,masculine,Polish
całus,masculine,Polish
całusek,masculine,Polish
camembert,masculine,Polish
cap,masculine,Polish
capstrzyk,masculine,Polish
car,masculine,Polish
carobójca,masculine,Polish
casus,masculine,Polish
firaneczka,feminine,Polish
firanka,feminine,Polish
firemka,feminine,Polish
firka,feminine,Polish
fisharmonia,feminine,Polish
fitochemia,feminine,Polish
fitopatologia,feminine,Polish
fizjologia,feminine,Polish
cąber,masculine,Polish
cąbr,masculine,Polish
ceber,masculine,Polish
cebr,masculine,Polish
cebrzyk,masculine,Polish
cebulak,masculine,Polish
cebularz,masculine,Polish
cech,masculine,Polish
cechmistrz,masculine,Polish
cedr,masculine,Polish
cedrat,masculine,Polish
cedrzyniec,masculine,Polish
cedzak,masculine,Polish
cekhauz,masculine,Polish
cekin,masculine,Polish
celibat,masculine,Polish
cenobita,masculine,Polish
cenobityzm,masculine,Polish
centaur,masculine,Polish
centymetr,masculine,Polish
cenzus,masculine,Polish
cep,masculine,Polish
cepelin,masculine,Polish
cer,masculine,Polish
ceres,masculine,Polish
certyfikat,masculine,Polish
cesarz,masculine,Polish
cet,masculine,Polish
cetnar,masculine,Polish
cewnik,masculine,Polish
cez,masculine,Polish
chabaj,masculine,Polish
chaber,masculine,Polish
chachoł,masculine,Polish
chadek,masculine,Polish
chakaski,masculine,Polish
chałat,masculine,Polish
cham,masculine,Polish
chanat,masculine,Polish
chaos,masculine,Polish
charakter,masculine,Polish
chasyd,masculine,Polish
chasydyzm,masculine,Polish
chaus,masculine,Polish
chaziaj,masculine,Polish
cheder,masculine,Polish
cheeseburger,masculine,Polish
chemik,masculine,Polish
cherlak,masculine,Polish
cherub,masculine,Polish
chinol,masculine,Polish
chinon,masculine,Polish
chińczyk,masculine,Polish
chirurg,masculine,Polish
gabardyna,feminine,Polish
gadatliwość,feminine,Polish
gadzina,feminine,Polish
gajówka,feminine,Polish
gala,feminine,Polish
galaktoza,feminine,Polish
galarda,feminine,Polish
galaretka,feminine,Polish
galasówka,feminine,Polish
galena,feminine,Polish
galeria,feminine,Polish
galiarda,feminine,Polish
gałązka,feminine,Polish
gałąź,feminine,Polish
gałeczka,feminine,Polish
gama,feminine,Polish
gameta,feminine,Polish
gamma,feminine,Polish
gandzia,feminine,Polish
gapa,feminine,Polish
gara,feminine,Polish
garda,feminine,Polish
garsoniera,feminine,Polish
garsonka,feminine,Polish
garstka,feminine,Polish
gastrofaza,feminine,Polish
danie,neuter,Polish
darcie,neuter,Polish
dążenie,neuter,Polish
dbanie,neuter,Polish
decorum,neuter,Polish
decydowanie,neuter,Polish
dedykowanie,neuter,Polish
dendrarium,neuter,Polish
denko,neuter,Polish
depilowanie,neuter,Polish
diabelstwo,neuter,Polish
diablę,neuter,Polish
diabolo,neuter,Polish
diagnozowanie,neuter,Polish
dictum,neuter,Polish
dildo,neuter,Polish
dis,neuter,Polish
disco,neuter,Polish
divertimento,neuter,Polish
dłuto,neuter,Polish
dmuchanie,neuter,Polish
dno,neuter,Polish
dobicie,neuter,Polish
dobywanie,neuter,Polish
dochodzenie,neuter,Polish
dochowanie,neuter,Polish
dociągnięcie,neuter,Polish
dociekanie,neuter,Polish
dogadzanie,neuter,Polish
dogięcie,neuter,Polish
doglądanie,neuter,Polish
dogodzenie,neuter,Polish
dojechanie,neuter,Polish
dojenie,neuter,Polish
dojęcie,neuter,Polish
dojo,neuter,Polish
dojrzenie,neuter,Polish
dokładanie,neuter,Polish
dokonanie,neuter,Polish
dokonywanie,neuter,Polish
dokopanie,neuter,Polish
dokrojenie,neuter,Polish
dolanie,neuter,Polish
dolewanie,neuter,Polish
dołożenie,neuter,Polish
domarznięcie,neuter,Polish
domatorstwo,neuter,Polish
dominium,neuter,Polish
domino,neuter,Polish
domknięcie,neuter,Polish
domniemanie,neuter,Polish
domostwo,neuter,Polish
dopadnięcie,neuter,Polish
dopłynięcie,neuter,Polish
dopływanie,neuter,Polish
dopracowanie,neuter,Polish
dopracowywanie,neuter,Polish
dopranie,neuter,Polish
doprowadzanie,neuter,Polish
doprowadzenie,neuter,Polish
dopuszczanie,neuter,Polish
dopuszczenie,neuter,Polish
dopychanie,neuter,Polish
doradztwo,neuter,Polish
doręczanie,neuter,Polish
doręczenie,neuter,Polish
dormitorium,neuter,Polish
dorzecze,neuter,Polish
doskonalenie,neuter,Polish
dossier,neuter,Polish
dostąpienie,neuter,Polish
dostępowanie,neuter,Polish
dostojeństwo,neuter,Polish
dostosowanie,neuter,Polish
dostosowywanie,neuter,Polish
dostrojenie,neuter,Polish
dostrzeganie,neuter,Polish
dostrzeżenie,neuter,Polish
dosunięcie,neuter,Polish
dosuwanie,neuter,Polish
doszukanie,neuter,Polish
doświadczenie,neuter,Polish
dotarcie,neuter,Polish
dotknięcie,neuter,Polish
dotopienie,neuter,Polish
dotrwanie,neuter,Polish
dotykanie,neuter,Polish
dowiadywanie,neuter,Polish
dowiedzenie,neuter,Polish
dowiercanie,neuter,Polish
dowiezienie,neuter,Polish
dowodzenie,neuter,Polish
dowołanie,neuter,Polish
doznanie,neuter,Polish
doznawanie,neuter,Polish
dozorowanie,neuter,Polish
dożywocie,neuter,Polish
draństwo,neuter,Polish
drapanie,neuter,Polish
draśnięcie,neuter,Polish
drewienko,neuter,Polish
drewno,neuter,Polish
dręczenie,neuter,Polish
drętwienie,neuter,Polish
drobnomieszczaństwo,neuter,Polish
drukarstwo,neuter,Polish
drukowanie,neuter,Polish
drylowanie,neuter,Polish
drzemanie,neuter,Polish
drzewko,neuter,Polish
drzewo,neuter,Polish
dubbingowanie,neuter,Polish
duchowieństwo,neuter,Polish
dumanie,neuter,Polish
duo,neuter,Polish
dupsko,neuter,Polish
duszenie,neuter,Polish
duszpasterstwo,neuter,Polish
dwójmyślenie,neuter,Polish
dychanie,neuter,Polish
dydko,neuter,Polish
dyktando,neuter,Polish
dyktatorstwo,neuter,Polish
dyletanctwo,neuter,Polish
dylowanie,neuter,Polish
dymanie,neuter,Polish
habilitacja,feminine,Polish
hacjenda,feminine,Polish
hać,feminine,Polish
hajstra,feminine,Polish
hakownica,feminine,Polish
haktywistka,feminine,Polish
hala,feminine,Polish
halabarda,feminine,Polish
halka,feminine,Polish
halucynacja,feminine,Polish
hałastra,feminine,Polish
hałaśliwość,feminine,Polish
hałda,feminine,Polish
hamada,feminine,Polish
hanza,feminine,Polish
harcerka,feminine,Polish
harcówka,feminine,Polish
hardość,feminine,Polish
harfistka,feminine,Polish
harmonika,feminine,Polish
harówa,feminine,Polish
harówka,feminine,Polish
harpia,feminine,Polish
hazardzistka,feminine,Polish
heca,feminine,Polish
hegemonia,feminine,Polish
heglistka,feminine,Polish
helena,feminine,Polish
helisa,feminine,Polish
hematologia,feminine,Polish
hematuria,feminine,Polish
hemoglobina,feminine,Polish
hemoliza,feminine,Polish
hemoterapia,feminine,Polish
henna,feminine,Polish
heptarchia,feminine,Polish
hera,feminine,Polish
heraldyka,feminine,Polish
herbaciarnia,feminine,Polish
herbata,feminine,Polish
herbatka,feminine,Polish
hermafrodyta,feminine,Polish
hermeneutyka,feminine,Polish
heroina,feminine,Polish
hetera,feminine,Polish
heterodoksja,feminine,Polish
heteroseksualistka,feminine,Polish
heteroseksualność,feminine,Polish
heterotopia,feminine,Polish
hezytacja,feminine,Polish
hibernacja,feminine,Polish
hiena,feminine,Polish
hierarchia,feminine,Polish
higiena,feminine,Polish
hinduistka,feminine,Polish
hinduistyka,feminine,Polish
hipergamia,feminine,Polish
hipnoza,feminine,Polish
hipochondria,feminine,Polish
hipochondryczka,feminine,Polish
hipocykloida,feminine,Polish
hipokrytka,feminine,Polish
hipokryzja,feminine,Polish
hipoteka,feminine,Polish
hipsterka,feminine,Polish
hiragana,feminine,Polish
histamina,feminine,Polish
histereza,feminine,Polish
histeria,feminine,Polish
histeryczka,feminine,Polish
histologia,feminine,Polish
histopatologia,feminine,Polish
historia,feminine,Polish
historyczka,feminine,Polish
historyjka,feminine,Polish
histydyna,feminine,Polish
hitlerówka,feminine,Polish
hobbitka,feminine,Polish
hobbystka,feminine,Polish
hochsztaplerka,feminine,Polish
hodowla,feminine,Polish
hojność,feminine,Polish
hokeistka,feminine,Polish
hokejówka,feminine,Polish
dach,masculine,Polish
dadaista,masculine,Polish
daktyl,masculine,Polish
daktylowiec,masculine,Polish
dalajlama,masculine,Polish
dalas,masculine,Polish
dalekopis,masculine,Polish
dalekowidz,masculine,Polish
Damrot,masculine,Polish
dansing,masculine,Polish
dar,masculine,Polish
darczyńca,masculine,Polish
darmostój,masculine,Polish
darmozjad,masculine,Polish
darmsztadt,masculine,Polish
darownik,masculine,Polish
darwinista,masculine,Polish
daszek,masculine,Polish
datek,masculine,Polish
dąbczak,masculine,Polish
dąbek,masculine,Polish
debeściak,masculine,Polish
debil,masculine,Polish
debiut,masculine,Polish
debiutant,masculine,Polish
deblista,masculine,Polish
dech,masculine,Polish
decymetr,masculine,Polish
defekt,masculine,Polish
defetysta,masculine,Polish
deficyt,masculine,Polish
degustator,masculine,Polish
deista,masculine,Polish
Dejmos,masculine,Polish
dek,masculine,Polish
dekabrysta,masculine,Polish
dekadentyzm,masculine,Polish
dekagram,masculine,Polish
dekalog,masculine,Polish
dekan,masculine,Polish
dekarz,masculine,Polish
dekiel,masculine,Polish
dekielek,masculine,Polish
deklamator,masculine,Polish
delegat,masculine,Polish
delfiniak,masculine,Polish
deliryk,masculine,Polish
deltoid,masculine,Polish
demakijaż,masculine,Polish
demiurg,masculine,Polish
demograf,masculine,Polish
demokrata,masculine,Polish
demon,masculine,Polish
demonstrant,masculine,Polish
demontaż,masculine,Polish
denar,masculine,Polish
denat,masculine,Polish
denaturat,masculine,Polish
Dendewicz,masculine,Polish
dentysta,masculine,Polish
iberystyka,feminine,Polish
ichtiolog,feminine,Polish
ichtiopatologia,feminine,Polish
idea,feminine,Polish
idealistka,feminine,Polish
idealizacja,feminine,Polish
identyczność,feminine,Polish
identyfikacja,feminine,Polish
ideologia,feminine,Polish
idiotka,feminine,Polish
idolatria,feminine,Polish
idylla,feminine,Polish
igiełka,feminine,Polish
igliczka,feminine,Polish
iglicznia,feminine,Polish
igła,feminine,Polish
ignorancja,feminine,Polish
ignorantka,feminine,Polish
igraszka,feminine,Polish
iguana,feminine,Polish
ikebana,feminine,Polish
ikona,feminine,Polish
ikonka,feminine,Polish
ikra,feminine,Polish
ilość,feminine,Polish
iluminacja,feminine,Polish
ilustracja,feminine,Polish
ilustratorka,feminine,Polish
iluzja,feminine,Polish
iluzjonistka,feminine,Polish
iłżanka,feminine,Polish
imaginacja,feminine,Polish
imienniczka,feminine,Polish
imigracja,feminine,Polish
imigrantka,feminine,Polish
immunologia,feminine,Polish
impedancja,feminine,Polish
imperatorowa,feminine,Polish
implementacja,feminine,Polish
implikacja,feminine,Polish
implozja,feminine,Polish
impotencja,feminine,Polish
impregnacja,feminine,Polish
impresja,feminine,Polish
impresjonistka,feminine,Polish
impreza,feminine,Polish
imprezowiczka,feminine,Polish
improwizacja,feminine,Polish
inauguracja,feminine,Polish
indoeuropeistka,feminine,Polish
indoeuropeistyka,feminine,Polish
indoktrynacja,feminine,Polish
indolencja,feminine,Polish
indukcja,feminine,Polish
indyczka,feminine,Polish
indywidualizacja,feminine,Polish
inercja,feminine,Polish
infamia,feminine,Polish
infantka,feminine,Polish
infekcja,feminine,Polish
infiltracja,feminine,Polish
infirmeria,feminine,Polish
inflacja,feminine,Polish
influenca,feminine,Polish
infolinia,feminine,Polish
informacja,feminine,Polish
informatorka,feminine,Polish
informatyka,feminine,Polish
infrastruktura,feminine,Polish
infuła,feminine,Polish
infuzja,feminine,Polish
ingerencja,feminine,Polish
inhalacja,feminine,Polish
inhumacja,feminine,Polish
inicjacja,feminine,Polish
inicjatywa,feminine,Polish
iniekcja,feminine,Polish
inklinacja,feminine,Polish
inkluzja,feminine,Polish
inkwizycja,feminine,Polish
inność,feminine,Polish
innowacja,feminine,Polish
innowacyjność,feminine,Polish
inspekcja,feminine,Polish
inspektorka,feminine,Polish
inspiracja,feminine,Polish
instalacja,feminine,Polish
instancja,feminine,Polish
instrukcja,feminine,Polish
instruktorka,feminine,Polish
instrumentalistka,feminine,Polish
instytucja,feminine,Polish
insulina,feminine,Polish
insynuacja,feminine,Polish
intarsja,feminine,Polish
integracja,feminine,Polish
intelektualistka,feminine,Polish
inteligencja,feminine,Polish
intencja,feminine,Polish
intencjonalność,feminine,Polish
intensyfikacja,feminine,Polish
interakcja,feminine,Polish
intercyza,feminine,Polish
interesantka,feminine,Polish
interferencja,feminine,Polish
interlingua,feminine,Polish
interlokucja,feminine,Polish
interlokutorka,feminine,Polish
interpelacja,feminine,Polish
interpretacja,feminine,Polish
interpunkcja,feminine,Polish
interwencja,feminine,Polish
intoksykacja,feminine,Polish
intonacja,feminine,Polish
intrada,feminine,Polish
introjekcja,feminine,Polish
introspekcja,feminine,Polish
intryga,feminine,Polish
inwektywa,feminine,Polish
inwersja,feminine,Polish
inwestycja,feminine,Polish
inwigilacja,feminine,Polish
inżynieria,feminine,Polish
ipsacja,feminine,Polish
ircha,feminine,Polish
ironia,feminine,Polish
irytacja,feminine,Polish
echo,neuter,Polish
ecstasy,neuter,Polish
edukowanie,neuter,Polish
efekciarstwo,neuter,Polish
ego,neuter,Polish
egzaminowanie,neuter,Polish
ekstremum,neuter,Polish
ekwinokcjum,neuter,Polish
eldorado,neuter,Polish
elektronarzędzie,neuter,Polish
elektrum,neuter,Polish
eł,neuter,Polish
embargo,neuter,Polish
emo,neuter,Polish
etui,neuter,Polish
euro,neuter,Polish
fałszerstwo,neuter,Polish
fatum,neuter,Polish
fi,neuter,Polish
fianchetto,neuter,Polish
fiasko,neuter,Polish
fiknięcie,neuter,Polish
filmowanie,neuter,Polish
filmoznawstwo,neuter,Polish
flamenco,neuter,Polish
flisactwo,neuter,Polish
fokarium,neuter,Polish
foto,neuter,Polish
fotografowanie,neuter,Polish
foyer,neuter,Polish
frisbee,neuter,Polish
frotté,neuter,Polish
frunięcie,neuter,Polish
fruwanie,neuter,Polish
futro,neuter,Polish
garbarstwo,neuter,Polish
gardełko,neuter,Polish
gardło,neuter,Polish
gardziołko,neuter,Polish
gasidło,neuter,Polish
gazpacho,neuter,Polish
gdanisko,neuter,Polish
gestapo,neuter,Polish
getto,neuter,Polish
giezełko,neuter,Polish
glosarium,neuter,Polish
głupstwo,neuter,Polish
gnębienie,neuter,Polish
gniazdko,neuter,Polish
gnocchi,neuter,Polish
gnojowisko,neuter,Polish
go,neuter,Polish
godzenie,neuter,Polish
gołębię,neuter,Polish
gołoborze,neuter,Polish
gonienie,neuter,Polish
gremium,neuter,Polish
jabłoneczka,feminine,Polish
jacica,feminine,Polish
jaducha,feminine,Polish
grodzisko,neuter,Polish
gros,neuter,Polish
grzęzawisko,neuter,Polish
grzmotnięcie,neuter,Polish
grzybobranie,neuter,Polish
guacamole,neuter,Polish
guano,neuter,Polish
gudżarati,neuter,Polish
gumno,neuter,Polish
gwizdanie,neuter,Polish
gwizdnięcie,neuter,Polish
hakerstwo,neuter,Polish
halo,neuter,Polish
hałasowanie,neuter,Polish
hamowanie,neuter,Polish
harakiri,neuter,Polish
harowanie,neuter,Polish
hartowanie,neuter,Polish
hasełko,neuter,Polish
hasło,neuter,Polish
hikikomori,neuter,Polish
hindi,neuter,Polish
hindustani,neuter,Polish
hiperłącze,neuter,Polish
hiphopolo,neuter,Polish
hobby,neuter,Polish
hołdownictwo,neuter,Polish
homagium,neuter,Polish
jagiełka,feminine,Polish
jaglanka,feminine,Polish
jagnięcina,feminine,Polish
jagoda,feminine,Polish
jagodzianka,feminine,Polish
jagodzica,feminine,Polish
jagódeczka,feminine,Polish
jajecznica,feminine,Polish
jajorodność,feminine,Polish
jajożyworodność,feminine,Polish
jakobinka,feminine,Polish
jakość,feminine,Polish
jakuza,feminine,Polish
jałocha,feminine,Polish
jałowa,feminine,Polish
jałowcówka,feminine,Polish
jałowica,feminine,Polish
jałowość,feminine,Polish
jałówka,feminine,Polish
jama,feminine,Polish
earl,masculine,Polish
ebonit,masculine,Polish
ebuliometr,masculine,Polish
ebulioskop,masculine,Polish
eden,masculine,Polish
edyl,masculine,Polish
edytor,masculine,Polish
edytorial,masculine,Polish
efeb,masculine,Polish
efekt,masculine,Polish
efektor,masculine,Polish
efryt,masculine,Polish
egocentryk,masculine,Polish
japa,feminine,Polish
egocentryzm,masculine,Polish
egoista,masculine,Polish
egzamin,masculine,Polish
egzaminator,masculine,Polish
egzemplarz,masculine,Polish
egzonim,masculine,Polish
egzorcysta,masculine,Polish
egzorcyzm,masculine,Polish
eklektyk,masculine,Polish
eklektyzm,masculine,Polish
ekonomista,masculine,Polish
ekosystem,masculine,Polish
ekoterroryzm,masculine,Polish
ekran,masculine,Polish
ekranolot,masculine,Polish
ekranoplan,masculine,Polish
ekscentryk,masculine,Polish
eksces,masculine,Polish
ekshibicjonista,masculine,Polish
ekshibicjonizm,masculine,Polish
ekspiator,masculine,Polish
eksponat,masculine,Polish
ekspres,masculine,Polish
ekspresjonista,masculine,Polish
jarmułka,feminine,Polish
ekstrakt,masculine,Polish
ekstremista,masculine,Polish
ekumenista,masculine,Polish
elekt,masculine,Polish
elektor,masculine,Polish
elektrolit,masculine,Polish
elektroluks,masculine,Polish
elektron,masculine,Polish
elektryk,masculine,Polish
elementarz,masculine,Polish
elew,masculine,Polish
elewator,masculine,Polish
elf,masculine,Polish
emeryt,masculine,Polish
emigrant,masculine,Polish
emir,masculine,Polish
emirat,masculine,Polish
emisariusz,masculine,Polish
emitent,masculine,Polish
emiter,masculine,Polish
emitor,masculine,Polish
emo,masculine,Polish
ensemble,masculine,Polish
enter,masculine,Polish
entomolog,masculine,Polish
entourage,masculine,Polish
entuzjasta,masculine,Polish
entuzjazm,masculine,Polish
enzym,masculine,Polish
epidemiolog,masculine,Polish
epigram,masculine,Polish
episkopat,masculine,Polish
epistemolog,masculine,Polish
epitet,masculine,Polish
epolet,masculine,Polish
epos,masculine,Polish
eremita,masculine,Polish
ermitaż,masculine,Polish
erotyk,masculine,Polish
erotyzm,masculine,Polish
erpegowiec,masculine,Polish
esdek,masculine,Polish
esemes,masculine,Polish
esesman,masculine,Polish
esesowiec,masculine,Polish
eskalator,masculine,Polish
eskalop,masculine,Polish
eskulap,masculine,Polish
esperantysta,masculine,Polish
establishment,masculine,Polish
ester,masculine,Polish
esteta,masculine,Polish
estetyzm,masculine,Polish
kaczucha,feminine,Polish
kadzielnica,feminine,Polish
kafe,feminine,Polish
kalenica,feminine,Polish
kalina,feminine,Polish
kałamarnica,feminine,Polish
fałszerstwo,neuter,Polish
fatum,neuter,Polish
fi,neuter,Polish
fianchetto,neuter,Polish
fiasko,neuter,Polish
fiknięcie,neuter,Polish
filmowanie,neuter,Polish
filmoznawstwo,neuter,Polish
flamenco,neuter,Polish
flisactwo,neuter,Polish
fokarium,neuter,Polish
foto,neuter,Polish
fotografowanie,neuter,Polish
foyer,neuter,Polish
frisbee,neuter,Polish
frotté,neuter,Polish
frunięcie,neuter,Polish
fruwanie,neuter,Polish
futro,neuter,Polish
kamica,feminine,Polish
kamienicznica,feminine,Polish
kamizelka,feminine,Polish
kamora,feminine,Polish
kamorra,feminine,Polish
kanonada,feminine,Polish
garbarstwo,neuter,Polish
gardełko,neuter,Polish
gardło,neuter,Polish
gardziołko,neuter,Polish
gasidło,neuter,Polish
gazpacho,neuter,Polish
gdanisko,neuter,Polish
gestapo,neuter,Polish
getto,neuter,Polish
giezełko,neuter,Polish
glosarium,neuter,Polish
głupstwo,neuter,Polish
gnębienie,neuter,Polish
gniazdko,neuter,Polish
gnocchi,neuter,Polish
gnojowisko,neuter,Polish
go,neuter,Polish
godzenie,neuter,Polish
kapela,feminine,Polish
kapibara,feminine,Polish
kapitalistka,feminine,Polish
gołębię,neuter,Polish
gołoborze,neuter,Polish
gonienie,neuter,Polish
gremium,neuter,Polish
grodzisko,neuter,Polish
gros,neuter,Polish
grzęzawisko,neuter,Polish
grzmotnięcie,neuter,Polish
grzybobranie,neuter,Polish
guacamole,neuter,Polish
guano,neuter,Polish
gudżarati,neuter,Polish
gumno,neuter,Polish
gwizdanie,neuter,Polish
gwizdnięcie,neuter,Polish
hakerstwo,neuter,Polish
halo,neuter,Polish
hałasowanie,neuter,Polish
hamowanie,neuter,Polish
harakiri,neuter,Polish
harowanie,neuter,Polish
hartowanie,neuter,Polish
hasełko,neuter,Polish
hasło,neuter,Polish
hikikomori,neuter,Polish
hindi,neuter,Polish
hindustani,neuter,Polish
hiperłącze,neuter,Polish
hiphopolo,neuter,Polish
hobby,neuter,Polish
hołdownictwo,neuter,Polish
homagium,neuter,Polish
hospicjum,neuter,Polish
hrabstwo,neuter,Polish
huknięcie,neuter,Polish
hulanie,neuter,Polish
hutnictwo,neuter,Polish
id,neuter,Polish
identyfikowanie,neuter,Polish
ido,neuter,Polish
igliwie,neuter,Polish
igloo,neuter,Polish
iglu,neuter,Polish
ignorowanie,neuter,Polish
igranie,neuter,Polish
imadło,neuter,Polish
imperium,neuter,Polish
importowanie,neuter,Polish
incognito,neuter,Polish
indygo,neuter,Polish
indywiduum,neuter,Polish
insygnium,neuter,Polish
faborek,masculine,Polish
fach,masculine,Polish
fachman,masculine,Polish
fachowiec,masculine,Polish
fachura,masculine,Polish
fag,masculine,Polish
fajek,masculine,Polish
fajerwerk,masculine,Polish
fajfus,masculine,Polish
fajrant,masculine,Polish
fajtłapa,masculine,Polish
fakir,masculine,Polish
faks,masculine,Polish
fakt,masculine,Polish
falochron,masculine,Polish
fałd,masculine,Polish
fałdowiec,masculine,Polish
fałsz,masculine,Polish
fałszerz,masculine,Polish
familiant,masculine,Polish
familok,masculine,Polish
fan,masculine,Polish
fanatyk,masculine,Polish
fandom,masculine,Polish
fanfaron,masculine,Polish
fanklub,masculine,Polish
fantom,masculine,Polish
fanzin,masculine,Polish
farad,masculine,Polish
faraon,masculine,Polish
farciarz,masculine,Polish
farfocel,masculine,Polish
farmaceuta,masculine,Polish
farmazon,masculine,Polish
farmer,masculine,Polish
Faron,masculine,Polish
farsz,masculine,Polish
fart,masculine,Polish
fartuch,masculine,Polish
fartuszek,masculine,Polish
fascynat,masculine,Polish
faszysta,masculine,Polish
fatałach,masculine,Polish
faul,masculine,Polish
faworek,masculine,Polish
fax,masculine,Polish
fazan,masculine,Polish
fejm,masculine,Polish
fejsbuk,masculine,Polish
felietonista,masculine,Polish
feminatyw,masculine,Polish
feminazista,masculine,Polish
feminista,masculine,Polish
fenkuł,masculine,Polish
fenol,masculine,Polish
fenomen,masculine,Polish
fenyl,masculine,Polish
ferm,masculine,Polish
ferwor,masculine,Polish
festiwal,masculine,Polish
festyn,masculine,Polish
figiel,masculine,Polish
Figlarz,masculine,Polish
figlarz,masculine,Polish
figowiec,masculine,Polish
fikołek,masculine,Polish
fiksatuar,masculine,Polish
filet,masculine,Polish
filharmonik,masculine,Polish
filigran,masculine,Polish
film,masculine,Polish
filmowiec,masculine,Polish
laba,feminine,Polish
labializacja,feminine,Polish
lacha,feminine,Polish
lada,feminine,Polish
ladacznica,feminine,Polish
laga,feminine,Polish
laguna,feminine,Polish
lalusia,feminine,Polish
lama,feminine,Polish
lambda,feminine,Polish
lampka,feminine,Polish
lampucera,feminine,Polish
lanca,feminine,Polish
langusta,feminine,Polish
laparotomia,feminine,Polish
laryngolog,feminine,Polish
laryngologia,feminine,Polish
latanina,feminine,Polish
latarenka,feminine,Polish
latawica,feminine,Polish
latimeria,feminine,Polish
latorośl,feminine,Polish
latria,feminine,Polish
latryna,feminine,Polish
latte,feminine,Polish
laubzega,feminine,Polish
laudacja,feminine,Polish
lawenda,feminine,Polish
lawina,feminine,Polish
lazanie,feminine,Polish
lebiega,feminine,Polish
lebioda,feminine,Polish
lebiodka,feminine,Polish
lecznica,feminine,Polish
lega,feminine,Polish
legalistka,feminine,Polish
legalność,feminine,Polish
legenda,feminine,Polish
legislacja,feminine,Polish
legislatura,feminine,Polish
legislatywa,feminine,Polish
legitymacja,feminine,Polish
legitymistka,feminine,Polish
legumina,feminine,Polish
lekarka,feminine,Polish
lekcja,feminine,Polish
lekkoatletka,feminine,Polish
lekkość,feminine,Polish
leksyka,feminine,Polish
leksykografia,feminine,Polish
lektura,feminine,Polish
lektyka,feminine,Polish
leliwa,feminine,Polish
leluja,feminine,Polish
lemieszka,feminine,Polish
lemniskata,feminine,Polish
lemoniada,feminine,Polish
leninówka,feminine,Polish
lenka,feminine,Polish
maceba,feminine,Polish
maceracja,feminine,Polish
machina,feminine,Polish
machinacja,feminine,Polish
machlojka,feminine,Polish
macica,feminine,Polish
maciejówka,feminine,Polish
macierz,feminine,Polish
macierzanka,feminine,Polish
maciora,feminine,Polish
maciupa,feminine,Polish
maciura,feminine,Polish
macka,feminine,Polish
macocha,feminine,Polish
maczuga,feminine,Polish
mać,feminine,Polish
mada,feminine,Polish
madka,feminine,Polish
maestria,feminine,Polish
mafia,feminine,Polish
magenta,feminine,Polish
magia,feminine,Polish
magiczka,feminine,Polish
magister,feminine,Polish
maglownica,feminine,Polish
magma,feminine,Polish
magnacja,feminine,Polish
magnateria,feminine,Polish
magnatka,feminine,Polish
magnificencja,feminine,Polish
magnolia,feminine,Polish
majestatyczność,feminine,Polish
majętność,feminine,Polish
majówka,feminine,Polish
makia,feminine,Polish
makieta,feminine,Polish
makijażystka,feminine,Polish
makinetka,feminine,Polish
makolągwa,feminine,Polish
maksyma,feminine,Polish
garbarstwo,neuter,Polish
gardełko,neuter,Polish
gardło,neuter,Polish
gardziołko,neuter,Polish
gasidło,neuter,Polish
gazpacho,neuter,Polish
gdanisko,neuter,Polish
gestapo,neuter,Polish
getto,neuter,Polish
giezełko,neuter,Polish
glosarium,neuter,Polish
głupstwo,neuter,Polish
gnębienie,neuter,Polish
gniazdko,neuter,Polish
gnocchi,neuter,Polish
gnojowisko,neuter,Polish
go,neuter,Polish
godzenie,neuter,Polish
gołębię,neuter,Polish
gołoborze,neuter,Polish
gonienie,neuter,Polish
gremium,neuter,Polish
grodzisko,neuter,Polish
gros,neuter,Polish
grzęzawisko,neuter,Polish
grzmotnięcie,neuter,Polish
grzybobranie,neuter,Polish
guacamole,neuter,Polish
guano,neuter,Polish
gudżarati,neuter,Polish
gumno,neuter,Polish
gwizdanie,neuter,Polish
gwizdnięcie,neuter,Polish
hakerstwo,neuter,Polish
halo,neuter,Polish
hałasowanie,neuter,Polish
hamowanie,neuter,Polish
harakiri,neuter,Polish
harowanie,neuter,Polish
hartowanie,neuter,Polish
hasełko,neuter,Polish
hasło,neuter,Polish
hikikomori,neuter,Polish
hindi,neuter,Polish
hindustani,neuter,Polish
hiperłącze,neuter,Polish
hiphopolo,neuter,Polish
